Date,Open,High,Low,Close,Adj Close,Volume
1993-01-29,43.96875,43.96875,43.75,43.9375,24.941381454467773,1003200
1993-02-01,43.96875,44.25,43.96875,44.25,25.11878204345703,480500
1993-02-02,44.21875,44.375,44.125,44.34375,25.172000885009766,201300
1993-02-03,44.40625,44.84375,44.375,44.8125,25.438098907470703,529400
1993-02-04,44.96875,45.09375,44.46875,45.0,25.54452133178711,531500
1993-02-05,44.96875,45.0625,44.71875,44.96875,25.526775360107422,492100
1993-02-08,44.96875,45.125,44.90625,44.96875,25.526775360107422,596100
1993-02-09,44.8125,44.8125,44.5625,44.65625,25.349395751953125,122100
1993-02-10,44.65625,44.75,44.53125,44.71875,25.384878158569336,379600
1993-02-11,44.78125,45.125,44.78125,44.9375,25.50905418395996,19500
1993-02-12,44.875,44.875,44.59375,44.59375,25.313920974731445,42500
1993-02-16,44.46875,44.46875,43.40625,43.46875,24.675310134887695,374800
1993-02-17,43.46875,43.53125,43.28125,43.4375,24.657567977905273,210900
1993-02-18,43.9375,43.9375,42.8125,43.40625,24.63983726501465,378100
1993-02-19,43.40625,43.5625,43.34375,43.5625,24.728511810302734,34900
1993-02-22,43.6875,43.78125,43.5625,43.71875,24.817211151123047,513600
1993-02-23,43.84375,43.875,43.46875,43.6875,24.79949378967285,373700
1993-02-24,43.71875,44.25,43.71875,44.25,25.11878204345703,26300
1993-02-25,44.21875,44.375,44.125,44.34375,25.172000885009766,44500
1993-02-26,44.4375,44.4375,44.1875,44.40625,25.20747947692871,66200
1993-03-01,44.5625,44.5625,44.21875,44.28125,25.136531829833984,66500
1993-03-02,44.3125,44.9375,44.25,44.9375,25.50905418395996,182400
1993-03-03,45.0,45.15625,44.9375,45.125,25.615488052368164,280100
1993-03-04,45.1875,45.1875,44.875,44.875,25.47357749938965,89500
1993-03-05,44.9375,45.125,44.71875,44.75,25.40260887145996,40000
1993-03-08,44.84375,45.75,44.84375,45.75,25.97026824951172,50800
1993-03-09,45.65625,45.6875,45.5,45.59375,25.881587982177734,169300
1993-03-10,45.59375,45.6875,45.40625,45.6875,25.934799194335938,194400
1993-03-11,45.71875,45.84375,45.5,45.5625,25.863840103149414,70900
1993-03-12,45.1875,45.21875,44.8125,45.09375,25.597747802734375,643600
1993-03-15,45.0625,45.3125,45.0625,45.3125,25.721921920776367,310800
1993-03-16,45.3125,45.4375,45.3125,45.3125,25.721921920776367,30800
1993-03-17,45.25,45.25,44.96875,45.03125,25.562278747558594,21800
1993-03-18,45.21875,45.5,45.21875,45.3125,25.721921920776367,59300
1993-03-19,45.28125,45.28125,45.03125,45.03125,25.683006286621094,66900
1993-03-22,44.59375,44.875,44.5625,44.78125,25.540403366088867,183400
1993-03-23,44.90625,44.9375,44.8125,44.875,25.593883514404297,55200
1993-03-24,44.8125,45.0625,44.59375,44.875,25.593883514404297,37200
1993-03-25,44.90625,45.25,44.84375,45.15625,25.754281997680664,110100
1993-03-26,45.125,45.15625,44.875,44.90625,25.611713409423828,101500
1993-03-29,44.9375,45.3125,44.9375,45.09375,25.71863555908203,87100
1993-03-30,45.15625,45.21875,45.09375,45.21875,25.789934158325195,56000
1993-03-31,45.34375,45.46875,45.1875,45.1875,25.77210807800293,111600
1993-04-01,45.25,45.25,44.9375,45.03125,25.683006286621094,129500
1993-04-02,44.65625,44.65625,44.09375,44.09375,25.148305892944336,59400
1993-04-05,44.4375,44.4375,44.1875,44.3125,25.273067474365234,172200
1993-04-06,44.40625,44.40625,44.0625,44.1875,25.20177459716797,129700
1993-04-07,44.25,44.34375,44.15625,44.34375,25.2908878326416,28000
1993-04-08,44.53125,44.53125,44.09375,44.28125,25.255245208740234,180800
1993-04-12,44.71875,44.9375,44.65625,44.90625,25.611713409423828,348500
1993-04-13,44.875,45.15625,44.84375,45.0,25.6651554107666,146100
1993-04-14,45.03125,45.0625,44.90625,44.9375,25.629533767700195,119600
1993-04-15,44.90625,45.03125,44.75,44.9375,25.629533767700195,148600
1993-04-16,44.96875,45.03125,44.875,44.9375,25.629533767700195,47900
1993-04-19,44.9375,45.0625,44.71875,44.75,25.5225830078125,157000
1993-04-20,44.6875,44.75,44.25,44.53125,25.39781951904297,279500
1993-04-21,44.625,44.625,44.375,44.5,25.379995346069336,67900
1993-04-22,44.3125,44.6875,43.9375,43.9375,25.05917739868164,97700
1993-04-23,43.84375,43.96875,43.6875,43.75,24.952241897583008,106000
1993-04-26,43.78125,43.9375,43.28125,43.40625,24.756210327148438,62600
1993-04-27,43.34375,43.875,43.34375,43.875,25.023548126220703,156800
1993-04-28,43.8125,43.90625,43.71875,43.78125,24.970067977905273,85900
1993-04-29,43.875,43.96875,43.625,43.96875,25.077014923095703,85000
1993-04-30,44.125,44.28125,44.03125,44.03125,25.112646102905273,88500
1993-05-03,44.09375,44.3125,43.90625,44.3125,25.273067474365234,80500
1993-05-04,44.40625,44.625,44.34375,44.46875,25.362184524536133,149100
1993-05-05,44.46875,44.75,44.46875,44.59375,25.433473587036133,109000
1993-05-06,44.53125,44.5625,44.40625,44.4375,25.3443603515625,54700
1993-05-07,44.46875,44.46875,44.28125,44.34375,25.2908878326416,68000
1993-05-10,44.40625,44.6875,44.40625,44.4375,25.3443603515625,113900
1993-05-11,44.4375,44.625,44.3125,44.625,25.451295852661133,42600
1993-05-12,44.4375,44.59375,44.4375,44.5625,25.4156436920166,31000
1993-05-13,44.375,44.375,44.0,44.03125,25.112646102905273,129100
1993-05-14,44.03125,44.15625,43.96875,44.0,25.094839096069336,63500
1993-05-17,44.125,44.15625,43.9375,44.15625,25.183958053588867,34000
1993-05-18,44.1875,44.21875,43.96875,44.125,25.166122436523438,105200
1993-05-19,44.125,45.03125,43.84375,45.03125,25.683006286621094,50200
1993-05-20,45.03125,45.15625,44.9375,45.15625,25.754281997680664,98200
1993-05-21,45.1875,45.25,44.71875,44.75,25.5225830078125,221400
1993-05-24,44.84375,45.09375,44.84375,44.9375,25.629533767700195,30500
1993-05-25,45.125,45.125,45.03125,45.03125,25.683006286621094,191800
1993-05-26,45.15625,45.625,45.125,45.59375,26.003822326660156,102400
1993-05-27,45.65625,45.65625,45.375,45.4375,25.914684295654297,53800
1993-05-28,45.40625,45.40625,45.0,45.21875,25.789934158325195,79100
